orf,strand,frame,start,length,gc_content,stop_codon
orf0626,+,2,980291,1569,0.528,TAA
orf0627,+,1,982576,321,0.558,TGA
orf0628,+,0,984414,882,0.554,TGA
orf0629,+,2,986474,468,0.545,TAG
orf0630,+,2,987866,669,0.535,TAA
orf0631,+,0,989163,432,0.572,TGA
orf0632,+,2,990437,396,0.523,TGA
orf0633,+,1,990901,348,0.56,TAA
orf0634,+,1,991261,606,0.568,TGA
orf0635,+,2,991745,1980,0.542,TAA
orf0636,+,0,992865,429,0.566,TGA
orf0637,+,0,993744,1539,0.522,TAA
orf0638,+,2,995300,921,0.54,TAA
orf0639,+,1,996223,912,0.526,TAG
orf0640,+,1,997312,2349,0.416,TAG
orf0641,+,2,999668,1329,0.435,TAG
orf0642,+,0,1000941,591,0.43,TAG
orf0643,+,1,1002124,480,0.548,TAA
orf0644,+,2,1003535,384,0.487,TGA
orf0645,+,1,1004029,1116,0.517,TAG
orf0646,+,2,1005992,1224,0.519,TAA
orf0647,+,2,1008959,1233,0.522,TAA
orf0648,+,1,1012375,333,0.48,TGA
orf0649,+,2,1012709,537,0.514,TAG
orf0650,+,1,1016470,723,0.524,TAA
orf0651,+,2,1016912,327,0.517,TGA
orf0652,+,1,1017367,789,0.569,TAG
orf0653,+,1,1018243,477,0.486,TGA
orf0654,+,0,1018995,1188,0.499,TAA
orf0655,+,1,1020466,945,0.541,TAA
orf0656,+,1,1021420,954,0.51,TGA
orf0657,+,0,1022370,846,0.548,TGA
orf0658,+,2,1023275,489,0.519,TAA
orf0659,+,0,1023804,1128,0.549,TAA
orf0660,+,0,1025211,1344,0.449,TAA
orf0661,+,0,1026576,321,0.38,TAA
orf0662,+,2,1026908,1482,0.524,TAG
orf0663,+,0,1027209,480,0.542,TGA
orf0664,+,0,1029402,456,0.533,TAA
orf0665,+,1,1033720,1209,0.328,TAG
orf0666,+,2,1035038,456,0.355,TAA
orf0667,+,2,1035704,324,0.546,TGA
orf0668,+,1,1036024,831,0.568,TAG
orf0669,+,1,1040359,381,0.525,TAG
orf0670,+,0,1042263,417,0.549,TGA
orf0671,+,0,1043217,327,0.526,TAA
orf0672,+,2,1043897,420,0.555,TGA
orf0673,+,2,1044374,339,0.543,TGA
orf0674,+,1,1046131,342,0.591,TAA
orf0675,+,1,1047547,1659,0.529,TAA
orf0676,+,0,1050309,1116,0.534,TGA
orf0677,+,2,1051421,1947,0.538,TAA
orf0678,+,0,1053987,321,0.452,TGA
orf0679,+,0,1054338,2277,0.526,TAA
orf0680,+,1,1061284,339,0.546,TAG
orf0681,+,2,1062608,327,0.514,TAA
orf0682,+,0,1063620,546,0.471,TAA
orf0683,+,2,1064411,3918,0.542,TAA
orf0684,+,0,1066470,342,0.591,TGA
orf0685,+,0,1067991,342,0.532,TAA
orf0686,+,0,1068480,615,0.509,TAG
orf0687,+,1,1069162,1287,0.535,TAA
orf0688,+,2,1069919,324,0.58,TAA
orf0689,+,1,1070539,1293,0.527,TAA
orf0690,+,2,1072070,2445,0.527,TAA
orf0691,+,0,1074525,618,0.516,TGA
orf0692,+,1,1075081,927,0.557,TAA
orf0693,+,1,1076098,333,0.486,TAA
orf0694,+,2,1076984,1149,0.524,TAA
orf0695,+,1,1078342,1431,0.477,TAA
orf0696,+,0,1080420,300,0.52,TGA
orf0697,+,0,1082019,372,0.527,TGA
orf0698,+,2,1083254,408,0.488,TAG
orf0699,+,2,1085327,519,0.505,TAG
orf0700,+,2,1086404,693,0.475,TGA
orf0701,+,2,1087295,1089,0.503,TAA
orf0702,+,0,1088454,1284,0.503,TGA
orf0703,+,0,1089882,789,0.497,TAA
orf0704,+,1,1090843,684,0.537,TAA
orf0705,+,0,1091637,1674,0.512,TAA
orf0706,+,2,1093961,2265,0.497,TAG
orf0707,+,2,1096262,1749,0.508,TGA
orf0708,+,1,1098007,987,0.552,TAG
orf0709,+,1,1099030,1233,0.523,TAA
orf0710,+,0,1100493,747,0.537,TAA
orf0711,+,0,1101393,894,0.522,TGA
orf0712,+,0,1103178,786,0.517,TGA
orf0713,+,2,1103960,1323,0.525,TGA
orf0714,+,0,1105236,732,0.516,TAA
orf0715,+,2,1105967,4461,0.558,TAA
orf0716,+,0,1110126,360,0.522,TAA
orf0717,+,1,1110688,1848,0.531,TAA
orf0718,+,1,1112716,549,0.499,TAG
orf0719,+,0,1113291,648,0.52,TAA
orf0720,+,2,1117163,402,0.51,TGA
orf0721,+,2,1118009,354,0.554,TGA
orf0722,+,2,1118507,321,0.455,TAA
orf0723,+,0,1120092,2613,0.536,TAA
orf0724,+,2,1124489,393,0.585,TAG
orf0725,+,1,1125943,318,0.544,TAG
orf0726,+,2,1127330,549,0.421,TAA
orf0727,+,0,1127961,702,0.457,TAA
orf0728,+,0,1128687,603,0.461,TGA
orf0729,+,2,1129511,1776,0.482,TAA
orf0730,+,1,1131277,981,0.49,TGA
orf0731,+,1,1132426,477,0.488,TGA
orf0732,+,2,1132862,564,0.475,TAA
orf0733,+,0,1133391,570,0.516,TGA
orf0734,+,1,1134238,1011,0.464,TAA
orf0735,+,0,1135422,543,0.492,TAA
orf0736,+,2,1137314,2109,0.542,TGA
orf0737,+,1,1139434,1908,0.531,TGA
orf0738,+,1,1141471,1254,0.522,TGA
orf0739,+,2,1142711,1659,0.503,TGA
orf0740,+,1,1144366,564,0.527,TAA
orf0741,+,2,1147955,453,0.464,TAA
orf0742,+,0,1150608,630,0.479,TAA
orf0743,+,0,1153848,2148,0.524,TAA
orf0744,+,1,1157416,414,0.556,TAA
orf0745,+,1,1159321,492,0.508,TAA
orf0746,+,1,1163278,354,0.514,TGA
orf0747,+,1,1164256,405,0.499,TAG
orf0748,+,2,1164560,351,0.467,TAA
orf0749,+,1,1168726,426,0.512,TAA
orf0750,+,2,1169165,510,0.469,TAA
orf0751,+,0,1169781,1203,0.528,TGA
orf0752,+,0,1170990,747,0.519,TAA
orf0753,+,0,1171758,771,0.53,TGA
orf0754,+,0,1172544,414,0.471,TAG
orf0755,+,1,1175362,978,0.531,TAA
orf0756,+,1,1176352,372,0.535,TGA
orf0757,+,2,1176713,372,0.417,TAG
orf0758,+,0,1177236,819,0.377,TGA
orf0759,+,2,1178675,714,0.423,TGA
orf0760,+,1,1180156,1851,0.555,TAA
orf0761,+,2,1182182,327,0.541,TGA
orf0762,+,1,1182505,654,0.531,TGA
orf0763,+,1,1185142,366,0.527,TGA
orf0764,+,0,1185597,315,0.384,TAG
orf0765,+,2,1185842,363,0.427,TGA
orf0766,+,0,1187475,381,0.52,TGA
orf0767,+,2,1187852,348,0.586,TAA
orf0768,+,0,1188249,1539,0.585,TAA
orf0769,+,2,1190051,1929,0.529,TGA
orf0770,+,2,1192166,1593,0.567,TAA
orf0771,+,0,1192371,303,0.545,TGA
orf0772,+,0,1193202,348,0.56,TGA
orf0773,+,0,1193850,1404,0.608,TGA
orf0774,+,0,1195290,348,0.56,TAA
orf0775,+,2,1196078,606,0.543,TAA
orf0776,+,0,1196625,504,0.54,TGA
orf0777,+,2,1197155,414,0.563,TGA
orf0778,+,0,1197549,2580,0.589,TGA
orf0779,+,2,1200125,330,0.576,TGA
orf0780,+,1,1200454,699,0.577,TAA
orf0781,+,2,1200992,915,0.564,TGA
orf0782,+,1,1201804,681,0.599,TAA
orf0783,+,0,1203336,3474,0.577,TGA
orf0784,+,1,1206877,600,0.553,TGA
orf0785,+,2,1207541,1314,0.6,TGA
orf0786,+,0,1207908,345,0.586,TAG
orf0787,+,0,1208736,390,0.5,TAG
orf0788,+,2,1211258,1119,0.55,TGA
orf0789,+,0,1211937,309,0.544,TAA
orf0790,+,1,1212373,1794,0.566,TAA
orf0791,+,1,1214185,708,0.518,TGA
orf0792,+,0,1214889,588,0.585,TGA
orf0793,+,2,1215473,399,0.559,TGA
orf0794,+,1,1215868,858,0.548,TAA
orf0795,+,2,1216859,1545,0.541,TAA
orf0796,+,1,1218415,1137,0.532,TAA
orf0797,+,2,1219706,1335,0.536,TAA
orf0798,+,2,1223417,369,0.52,TGA
orf0799,+,1,1223839,357,0.501,TAA
orf0800,+,1,1226350,360,0.531,TAG
orf0801,+,0,1228602,315,0.562,TGA
orf0802,+,2,1234613,1029,0.534,TAA
orf0803,+,1,1236436,1173,0.513,TAA
orf0804,+,0,1237608,2547,0.552,TGA
orf0805,+,2,1240151,600,0.525,TAA
orf0806,+,1,1240876,306,0.559,TAA
orf0807,+,2,1241027,516,0.529,TGA
orf0808,+,0,1241058,315,0.492,TAA
orf0809,+,1,1241527,306,0.552,TGA
orf0810,+,2,1242389,900,0.333,TGA
orf0811,+,2,1243937,1242,0.519,TAA
orf0812,+,2,1250339,351,0.484,TAA
orf0813,+,0,1252863,477,0.528,TGA
orf0814,+,1,1258507,900,0.454,TAA
orf0815,+,2,1259396,1437,0.505,TGA
orf0816,+,1,1261903,546,0.54,TGA
orf0817,+,0,1262445,528,0.519,TGA
orf0818,+,0,1263426,735,0.465,TGA
orf0819,+,2,1264229,729,0.483,TAA
orf0820,+,1,1264957,606,0.498,TGA
orf0821,+,1,1265746,435,0.506,TAA
orf0822,+,1,1266964,960,0.45,TAA
orf0823,+,0,1268691,1905,0.548,TGA
orf0824,+,2,1272866,534,0.541,TAA
orf0825,+,2,1273670,570,0.463,TGA
orf0826,+,2,1274393,465,0.544,TAG
orf0827,+,0,1275591,807,0.487,TGA
orf0828,+,1,1276378,1707,0.496,TGA
orf0829,+,0,1278084,2145,0.523,TGA
orf0830,+,1,1280386,1008,0.532,TAA
orf0831,+,0,1281417,1215,0.517,TGA
orf0832,+,1,1282687,390,0.528,TGA
orf0833,+,2,1283099,489,0.532,TGA
orf0834,+,0,1283571,564,0.527,TGA
orf0835,+,2,1284134,651,0.513,TGA
orf0836,+,1,1284931,1788,0.611,TGA
orf0837,+,2,1285151,495,0.606,TAG
orf0838,+,2,1286600,390,0.505,TAG
orf0839,+,0,1287537,1701,0.516,TGA
orf0840,+,2,1289234,1269,0.497,TGA
orf0841,+,0,1290801,618,0.422,TAG
orf0842,+,0,1291509,735,0.464,TGA
orf0843,+,0,1292673,402,0.51,TGA
orf0844,+,0,1293168,657,0.531,TAA
orf0845,+,1,1293538,357,0.552,TGA
orf0846,+,2,1293827,447,0.564,TAA
orf0847,+,0,1294545,1266,0.497,TAA
orf0848,+,0,1295841,8421,0.543,TAA
orf0849,+,1,1296973,315,0.616,TGA
orf0850,+,1,1298167,534,0.56,TGA
orf0851,+,2,1305476,750,0.489,TAA
orf0852,+,1,1306210,369,0.509,TGA
orf0853,+,1,1310764,396,0.598,TGA
orf0854,+,1,1311166,321,0.536,TAA
orf0855,+,2,1312604,381,0.535,TAA
orf0856,+,2,1315061,639,0.51,TAA
orf0857,+,1,1316002,480,0.61,TAA
orf0858,+,2,1316543,477,0.566,TGA
orf0859,+,2,1317404,501,0.561,TAA
orf0860,+,0,1318908,384,0.547,TGA
orf0861,+,1,1320124,1509,0.541,TAA
orf0862,+,2,1322807,348,0.489,TAA
orf0863,+,1,1324306,831,0.545,TAA
orf0864,+,1,1325194,1128,0.511,TAA
orf0865,+,0,1326327,1272,0.537,TAA
orf0866,+,1,1327942,1065,0.52,TAA
orf0867,+,1,1333606,315,0.476,TAA
orf0868,+,1,1335826,1359,0.386,TAA
orf0869,+,2,1337282,1611,0.367,TAA
orf0870,+,2,1340981,792,0.422,TAA
orf0871,+,2,1349939,3807,0.492,TAA
orf0872,+,0,1353834,1620,0.425,TAA
orf0873,+,0,1355469,369,0.423,TAA
orf0874,+,1,1355851,762,0.51,TGA
orf0875,+,1,1356616,549,0.481,TAA
orf0876,+,0,1357503,1161,0.493,TAA
orf0877,+,1,1358737,2559,0.535,TAA
orf0878,+,2,1360748,315,0.571,TAG
orf0879,+,2,1361234,1290,0.527,TGA
orf0880,+,1,1362520,954,0.49,TAA
orf0881,+,2,1363484,708,0.448,TAA
orf0882,+,0,1364175,657,0.536,TAA
orf0883,+,0,1364832,1311,0.475,TAG
orf0884,+,2,1366151,789,0.478,TGA
orf0885,+,1,1366936,1389,0.526,TAA
orf0886,+,2,1368335,945,0.489,TGA
orf0887,+,1,1369276,987,0.406,TGA
orf0888,+,1,1370629,1203,0.49,TAA
orf0889,+,2,1374935,309,0.453,TAA
orf0890,+,2,1375868,1404,0.425,TGA
orf0891,+,0,1378092,564,0.441,TGA
orf0892,+,1,1378810,2361,0.483,TAA
orf0893,+,2,1379207,306,0.49,TAG
orf0894,+,2,1384766,819,0.514,TAA
orf0895,+,0,1385697,540,0.489,TGA
orf0896,+,2,1387535,360,0.4,TAA
orf0897,+,2,1389338,339,0.286,TAA
orf0898,+,2,1390487,699,0.538,TAG
orf0899,+,2,1391276,303,0.538,TGA
orf0900,+,1,1391587,321,0.523,TAA
orf0901,+,2,1391897,1707,0.542,TAA
orf0902,+,2,1393613,465,0.548,TGA
orf0903,+,2,1394078,675,0.591,TAG
orf0904,+,1,1394764,618,0.537,TAA
orf0905,+,2,1399916,762,0.571,TAA
orf0906,+,2,1401179,426,0.488,TGA
orf0907,+,1,1401601,351,0.53,TAA
orf0908,+,1,1401982,1614,0.543,TAA
orf0909,+,1,1404214,744,0.526,TGA
orf0910,+,1,1407265,510,0.553,TAA
orf0911,+,1,1408135,315,0.517,TGA
orf0912,+,2,1409288,690,0.546,TAA
orf0913,+,0,1410549,375,0.525,TGA
orf0914,+,1,1412497,582,0.505,TAA
orf0915,+,0,1413078,1158,0.547,TAA
orf0916,+,1,1414258,456,0.496,TGA
orf0917,+,2,1414736,1041,0.52,TAA
orf0918,+,2,1415825,579,0.532,TGA
orf0919,+,1,1416472,576,0.507,TAA
orf0920,+,2,1417469,309,0.469,TGA
orf0921,+,1,1422763,336,0.426,TAG
orf0922,+,2,1426157,1125,0.43,TAG
orf0923,+,2,1429883,417,0.499,TGA
orf0924,+,1,1430149,624,0.542,TGA
orf0925,+,2,1433333,1047,0.526,TGA
orf0926,+,2,1434620,516,0.43,TGA
orf0927,+,1,1435336,1965,0.422,TAA
orf0928,+,0,1437801,1233,0.513,TGA
orf0929,+,2,1439018,639,0.526,TGA
orf0930,+,1,1440025,645,0.417,TAA
orf0931,+,1,1440985,501,0.505,TGA
orf0932,+,2,1441028,300,0.507,TGA
orf0933,+,1,1441669,426,0.514,TGA
orf0934,+,1,1442905,873,0.577,TGA
orf0935,+,0,1443981,3018,0.568,TGA
orf0936,+,2,1447106,2388,0.521,TGA
orf0937,+,1,1449742,654,0.54,TGA
orf0938,+,0,1450392,1071,0.547,TAA
orf0939,+,0,1451802,819,0.547,TGA
orf0940,+,0,1452711,486,0.551,TGA
orf0941,+,0,1453197,492,0.589,TAA
orf0942,+,0,1454556,375,0.52,TGA
orf0943,+,2,1454927,492,0.53,TAA
orf0944,+,0,1455075,444,0.52,TGA
orf0945,+,2,1455524,342,0.506,TGA
orf0946,+,1,1455712,843,0.484,TAG
orf0947,+,0,1457025,939,0.512,TAA
orf0948,+,0,1458018,738,0.485,TAA
orf0949,+,2,1458779,555,0.535,TAA
orf0950,+,1,1459405,522,0.54,TGA
orf0951,+,1,1460014,420,0.493,TAA
orf0952,+,1,1463062,483,0.424,TAA
orf0953,+,2,1463585,459,0.503,TAA
orf0954,+,0,1464102,333,0.429,TAA
orf0955,+,0,1464555,312,0.442,TAA
orf0956,+,1,1464961,534,0.511,TGA
orf0957,+,2,1465436,1482,0.505,TAA
orf0958,+,1,1467520,333,0.402,TAG
orf0959,+,2,1468457,1554,0.494,TAA
orf0960,+,0,1470003,2544,0.546,TAA
orf0961,+,1,1475947,1053,0.492,TAA
orf0962,+,1,1478917,399,0.511,TAA
orf0963,+,2,1481990,333,0.483,TAA
orf0964,+,2,1483868,429,0.573,TGA
orf0965,+,2,1484705,585,0.497,TAA
orf0966,+,0,1485300,648,0.522,TAA
orf0967,+,1,1486300,573,0.545,TAA
orf0968,+,2,1486982,1536,0.533,TAA
orf0969,+,1,1490161,417,0.532,TAA
orf0970,+,1,1490581,405,0.528,TAA
orf0971,+,0,1490997,696,0.546,TAA
orf0972,+,0,1491717,1206,0.517,TAA
orf0973,+,1,1492942,756,0.594,TAA
orf0974,+,0,1493835,783,0.54,TAA
orf0975,+,1,1494661,708,0.53,TAA
orf0976,+,0,1495572,906,0.549,TGA
orf0977,+,2,1496447,972,0.545,TGA
orf0978,+,1,1497484,1644,0.518,TAA
orf0979,+,0,1499139,954,0.509,TAA
orf0980,+,2,1500326,1656,0.576,TAA
orf0981,+,1,1504045,960,0.519,TAA
orf0982,+,2,1505888,522,0.494,TAA
orf0983,+,1,1506745,1041,0.521,TAG
orf0984,+,2,1507853,954,0.548,TAG
orf0985,+,2,1508822,930,0.548,TAA
orf0986,+,2,1509764,735,0.513,TGA
orf0987,+,2,1511069,1206,0.53,TAA
orf0988,+,1,1512394,810,0.505,TAG
orf0989,+,0,1513206,1023,0.503,TAA
orf0990,+,1,1514218,642,0.537,TGA
orf0991,+,0,1514856,1005,0.546,TAA
orf0992,+,1,1515871,798,0.513,TGA
orf0993,+,1,1516963,1434,0.524,TAA
orf0994,+,2,1517186,354,0.528,TAG
orf0995,+,2,1521353,378,0.5,TAA
orf0996,+,0,1521744,642,0.562,TAA
orf0997,+,1,1522624,567,0.524,TAA
orf0998,+,2,1523213,1014,0.532,TAA
orf0999,+,0,1524192,600,0.478,TAA
orf1000,+,0,1525248,1248,0.523,TAA
orf1001,+,1,1526734,528,0.538,TAA
orf1002,+,0,1528719,384,0.534,TAA
orf1003,+,0,1530039,327,0.554,TGA
orf1004,+,2,1531094,345,0.58,TGA
orf1005,+,2,1531460,573,0.567,TAA
orf1006,+,2,1532360,309,0.557,TAA
orf1007,+,0,1533438,354,0.494,TAG
orf1008,+,0,1534551,1200,0.542,TAA
orf1009,+,1,1535605,840,0.558,TAA
orf1010,+,0,1536444,1245,0.516,TAA
orf1011,+,1,1537717,912,0.534,TAA
orf1012,+,1,1538644,822,0.512,TAA
orf1013,+,2,1543589,492,0.415,TAG
orf1014,+,0,1545264,324,0.429,TGA
orf1015,+,1,1545571,426,0.528,TGA
orf1016,+,0,1546065,1038,0.546,TGA
orf1017,+,1,1546894,663,0.57,TGA
orf1018,+,1,1547590,717,0.53,TGA
orf1019,+,1,1549180,318,0.447,TGA
orf1020,+,2,1550117,588,0.49,TGA
orf1021,+,2,1551845,978,0.539,TAA
orf1022,+,2,1552835,375,0.523,TGA
orf1023,+,1,1553206,822,0.478,TAG
orf1024,+,2,1555106,1938,0.542,TAA
orf1025,+,0,1557300,381,0.541,TAA
orf1026,+,1,1557976,345,0.47,TGA
orf1027,+,0,1558371,534,0.547,TAA
orf1028,+,0,1559175,570,0.463,TGA
orf1029,+,0,1559898,468,0.551,TAG
orf1030,+,0,1561467,366,0.568,TGA
orf1031,+,1,1561600,339,0.56,TAA
orf1032,+,1,1562161,525,0.552,TGA
orf1033,+,0,1562682,1662,0.578,TAA
orf1034,+,0,1564662,1683,0.598,TGA
orf1035,+,1,1566556,2502,0.558,TGA
orf1036,+,2,1569473,351,0.581,TGA
orf1037,+,1,1569820,447,0.577,TGA
orf1038,+,0,1570263,345,0.6,TAA
orf1039,+,1,1570666,717,0.533,TAA
orf1040,+,0,1571388,375,0.573,TAG
orf1041,+,0,1572120,426,0.57,TGA
orf1042,+,1,1572505,2859,0.575,TGA
orf1043,+,2,1575398,300,0.577,TGA
orf1044,+,1,1575697,699,0.581,TAA
orf1045,+,2,1577189,879,0.443,TAA
orf1046,+,1,1578121,738,0.581,TGA
orf1047,+,1,1579162,2349,0.355,TGA
orf1048,+,0,1582101,3402,0.317,TAG
orf1049,+,0,1585671,450,0.396,TAA
orf1050,+,2,1586603,303,0.545,TAA
orf1051,+,2,1587284,300,0.497,TGA
orf1052,+,2,1590644,318,0.456,TAA
orf1053,+,2,1591418,396,0.528,TGA
orf1054,+,2,1592105,1227,0.499,TAA
orf1055,+,1,1594732,1248,0.513,TAA
orf1056,+,2,1596590,744,0.47,TAA
orf1057,+,0,1598163,300,0.48,TGA
orf1058,+,2,1598459,966,0.53,TAA
orf1059,+,1,1599808,786,0.529,TAA
orf1060,+,1,1601212,411,0.586,TGA
orf1061,+,2,1601591,315,0.549,TAA
orf1062,+,0,1601952,303,0.439,TGA
orf1063,+,1,1602547,1158,0.508,TAA
orf1064,+,1,1603744,573,0.557,TGA
orf1065,+,2,1604318,1212,0.567,TGA
orf1066,+,1,1605484,381,0.549,TGA
orf1067,+,2,1606157,441,0.551,TGA
orf1068,+,0,1606413,351,0.516,TGA
orf1069,+,0,1606887,357,0.552,TAA
orf1070,+,1,1607410,1479,0.531,TAA
orf1071,+,2,1612592,588,0.534,TGA
orf1072,+,1,1614667,477,0.524,TAA
orf1073,+,0,1616847,1251,0.503,TAA
orf1074,+,1,1619683,825,0.463,TGA
orf1075,+,0,1620504,702,0.53,TGA
orf1076,+,2,1621202,303,0.502,TGA
orf1077,+,0,1621572,333,0.417,TAA
orf1078,+,1,1622149,1527,0.356,TGA
orf1079,+,1,1624276,357,0.507,TAA
orf1080,+,1,1625578,690,0.474,TAA
orf1081,+,1,1626589,306,0.493,TAA
orf1082,+,2,1626881,477,0.499,TGA
orf1083,+,1,1627354,462,0.509,TAG
orf1084,+,2,1630082,546,0.526,TAA
orf1085,+,0,1630782,1746,0.539,TGA
orf1086,+,1,1632727,1602,0.586,TAA
orf1087,+,2,1632788,348,0.58,TGA
orf1088,+,2,1634348,1281,0.609,TAA
orf1089,+,2,1635632,339,0.59,TAA
orf1090,+,0,1636026,1026,0.563,TAA
orf1091,+,2,1637054,438,0.568,TAA
orf1092,+,0,1637868,579,0.551,TGA
orf1093,+,2,1638443,396,0.543,TGA
orf1094,+,0,1638816,771,0.576,TAA
orf1095,+,0,1639602,423,0.541,TGA
orf1096,+,2,1640051,390,0.559,TGA
orf1097,+,0,1640433,2550,0.584,TGA
orf1098,+,2,1642979,330,0.576,TGA
orf1099,+,1,1643308,699,0.558,TAA
orf1100,+,0,1644012,744,0.593,TGA
orf1101,+,2,1644653,672,0.595,TGA
orf1102,+,2,1645385,3399,0.562,TGA
orf1103,+,2,1648850,600,0.557,TGA
orf1104,+,0,1649514,2916,0.547,TAA
orf1105,+,1,1649911,1008,0.605,TAG
orf1106,+,2,1652429,582,0.473,TAA
orf1107,+,2,1656890,381,0.517,TGA
orf1108,+,1,1657267,348,0.586,TAA
orf1109,+,2,1657664,1539,0.585,TAA
orf1110,+,1,1662628,585,0.443,TGA
orf1111,+,0,1663386,327,0.541,TGA
orf1112,+,2,1663709,891,0.539,TGA
orf1113,+,1,1664683,711,0.511,TGA
orf1114,+,2,1668086,369,0.423,TGA
orf1115,+,2,1669166,327,0.431,TAA
orf1116,+,1,1669564,660,0.524,TAA
orf1117,+,2,1670300,462,0.476,TGA
orf1118,+,1,1672252,420,0.483,TGA
orf1119,+,0,1672671,1269,0.509,TAA
orf1120,+,1,1673215,387,0.488,TAA
orf1121,+,1,1674643,363,0.54,TGA
orf1122,+,0,1676424,720,0.514,TAA
orf1123,+,0,1677477,486,0.494,TGA
orf1124,+,2,1679090,1299,0.561,TAA
orf1125,+,2,1680398,990,0.57,TGA
orf1126,+,0,1681722,381,0.465,TGA
orf1127,+,2,1682996,363,0.526,TGA
orf1128,+,0,1684815,504,0.528,TAA
orf1129,+,0,1689327,303,0.525,TGA
orf1130,+,1,1691914,351,0.553,TAA
orf1131,+,1,1692928,303,0.528,TGA
orf1132,+,1,1697572,420,0.521,TGA
orf1133,+,1,1699999,477,0.507,TAA
orf1134,+,0,1700484,321,0.545,TGA
orf1135,+,0,1700844,366,0.503,TAG
orf1136,+,0,1702767,381,0.528,TAA
orf1137,+,0,1703259,723,0.477,TGA
orf1138,+,1,1705069,414,0.539,TGA
orf1139,+,0,1705479,357,0.58,TGA
orf1140,+,1,1705516,435,0.575,TGA
orf1141,+,1,1707139,411,0.552,TAA
orf1142,+,2,1707914,489,0.534,TGA
orf1143,+,0,1709595,1257,0.539,TAG
orf1144,+,2,1710893,1083,0.529,TAA
orf1145,+,1,1711975,834,0.558,TGA
orf1146,+,0,1712805,393,0.471,TAA
orf1147,+,0,1713201,810,0.468,TAA
orf1148,+,2,1714046,855,0.517,TAA
orf1149,+,0,1717827,720,0.55,TGA
orf1150,+,0,1719093,1431,0.505,TAA
orf1151,+,0,1723302,1392,0.535,TAA
orf1152,+,2,1725086,3744,0.549,TGA
orf1153,+,1,1728826,1539,0.539,TGA
orf1154,+,0,1730361,711,0.557,TAA
orf1155,+,2,1731071,678,0.552,TAA
orf1156,+,2,1732109,567,0.541,TAA
orf1157,+,1,1734289,906,0.503,TGA
orf1158,+,2,1735286,1014,0.488,TGA
orf1159,+,2,1736501,909,0.47,TAA
orf1160,+,1,1738570,618,0.426,TAA
orf1161,+,1,1740481,1332,0.508,TGA
orf1162,+,0,1742739,549,0.492,TAA
orf1163,+,2,1743980,1677,0.477,TGA
orf1164,+,0,1745742,921,0.466,TGA
orf1165,+,2,1746677,909,0.524,TAA
orf1166,+,1,1747597,1014,0.517,TGA
orf1167,+,0,1748607,1005,0.517,TAA
orf1168,+,1,1753918,735,0.541,TAA
orf1169,+,0,1755801,378,0.503,TGA
orf1170,+,1,1756864,639,0.495,TAA
orf1171,+,0,1759611,387,0.522,TGA
orf1172,+,0,1760910,591,0.491,TAA
orf1173,+,1,1760926,351,0.487,TAA
orf1174,+,2,1761503,546,0.418,TAG
orf1175,+,0,1764573,552,0.478,TAA
orf1176,+,1,1765096,1041,0.503,TGA
orf1177,+,2,1765925,666,0.574,TGA
orf1178,+,2,1766957,402,0.507,TGA
orf1179,+,0,1768218,759,0.439,TGA
orf1180,+,1,1770367,975,0.543,TAA
orf1181,+,1,1771354,360,0.5,TGA
orf1182,+,0,1771722,531,0.461,TAA
orf1183,+,1,1772842,1059,0.534,TGA
orf1184,+,2,1774697,1854,0.553,TAA
orf1185,+,2,1776920,345,0.478,TGA
orf1186,+,1,1777315,534,0.554,TAA
orf1187,+,1,1778119,570,0.463,TGA
orf1188,+,1,1778842,468,0.558,TAA
orf1189,+,1,1779742,357,0.51,TAG
orf1190,+,2,1779941,366,0.568,TGA
orf1191,+,0,1780074,339,0.56,TAA
orf1192,+,0,1780635,525,0.55,TGA
orf1193,+,2,1781156,1662,0.578,TAA
orf1194,+,2,1783136,1683,0.598,TGA
orf1195,+,0,1785030,2580,0.564,TGA
orf1196,+,2,1787612,327,0.563,TGA
orf1197,+,2,1787948,351,0.593,TGA
orf1198,+,1,1788295,447,0.584,TGA
orf1199,+,0,1788738,345,0.597,TAA
orf1200,+,1,1789141,717,0.531,TAA
orf1201,+,0,1789863,375,0.573,TAG
orf1202,+,0,1790595,3081,0.574,TGA
orf1203,+,1,1793710,300,0.573,TGA
orf1204,+,0,1794009,438,0.564,TAA
orf1205,+,1,1794634,3477,0.574,TGA
orf1206,+,2,1798178,600,0.545,TGA
orf1207,+,0,1798929,1314,0.596,TGA
orf1208,+,1,1799296,345,0.58,TAG
orf1209,+,1,1800190,324,0.506,TAA
orf1210,+,1,1800856,345,0.388,TAA
orf1211,+,0,1804692,912,0.379,TAA
orf1212,+,2,1805669,570,0.37,TGA
orf1213,+,0,1811676,591,0.393,TAA
orf1214,+,1,1812682,438,0.491,TAG
orf1215,+,0,1813914,510,0.373,TAG
orf1216,+,0,1823535,357,0.524,TGA
orf1217,+,2,1824341,780,0.542,TGA
orf1218,+,1,1825081,657,0.493,TAA
orf1219,+,1,1825765,1584,0.469,TAA
orf1220,+,0,1827561,873,0.542,TAA
orf1221,+,0,1828731,420,0.543,TAG
orf1222,+,2,1830197,891,0.513,TAA
orf1223,+,2,1831754,2598,0.52,TAA
orf1224,+,0,1834053,306,0.516,TAA
orf1225,+,1,1834561,975,0.482,TAA
orf1226,+,0,1836537,2676,0.528,TAA
